,N,E,Directed?,Weighted?,alpha_f_PR,alpha_r_PR,beta_r_BPR,Type
ScaleFree_9010_0.5_6,1000,1565,True,False,0.000129,0.00255,0.0355,ScaleFree
ScaleFree_9010_0.5_7,1000,1546,True,False,0.000468,0.002882,0.0375,ScaleFree
ScaleFree_9010_0.5_8,1000,1713,True,False,0.000341,0.005104,0.0505,ScaleFree
ScaleFree_9010_0.5_9,1000,1529,True,False,5.5e-05,0.00258,0.0355,ScaleFree
ScaleFree_10010_0.3_0,1000,1900,True,False,5.8e-05,0.003436,0.0415,ScaleFree
ScaleFree_10010_0.3_1,1000,1972,True,False,0.000451,0.004387,0.0475,ScaleFree
ScaleFree_10010_0.3_2,1000,2226,True,False,0.000248,0.006872,0.0585,ScaleFree
ScaleFree_10010_0.3_3,1000,1969,True,False,0.000529,0.003379,0.0415,ScaleFree
ScaleFree_10010_0.3_4,1000,2107,True,False,8.2e-05,0.004631,0.0485,ScaleFree
ScaleFree_10010_0.3_5,1000,2195,True,False,0.000473,0.004962,0.0495,ScaleFree
ScaleFree_10010_0.3_6,1000,2112,True,False,0.000112,0.007226,0.0605,ScaleFree
ScaleFree_10010_0.3_7,1000,2115,True,False,2.5e-05,0.00603,0.0545,ScaleFree
ScaleFree_10010_0.3_8,1000,2159,True,False,3.7e-05,0.00553,0.0525,ScaleFree
ScaleFree_10010_0.3_9,1000,1807,True,False,1.7e-05,0.00243,0.0345,ScaleFree
ScaleFree_10010_0.5_0,1000,1660,True,False,0.000344,0.005053,0.0505,ScaleFree
ScaleFree_10010_0.5_1,1000,1813,True,False,0.000158,0.006779,0.0575,ScaleFree
ScaleFree_10010_0.5_2,1000,1746,True,False,0.000622,0.005254,0.0515,ScaleFree
ScaleFree_10010_0.5_3,1000,1656,True,False,0.00016,0.005282,0.0515,ScaleFree
ScaleFree_10010_0.5_4,1000,1627,True,False,4.1e-05,0.004468,0.0475,ScaleFree
ScaleFree_10010_0.5_5,1000,1686,True,False,0.000132,0.003832,0.0435,ScaleFree
ScaleFree_10010_0.5_6,1000,1692,True,False,2.9e-05,0.004241,0.0465,ScaleFree
ScaleFree_10010_0.5_7,1000,1675,True,False,0.000215,0.004743,0.0485,ScaleFree
ScaleFree_10010_0.5_8,1000,1656,True,False,0.00015,0.006152,0.0555,ScaleFree
ScaleFree_10010_0.5_9,1000,1628,True,False,0.000311,0.004569,0.0475,ScaleFree
ScaleFree_11010_0.3_0,1000,1895,True,False,4.5e-05,0.003291,0.0405,ScaleFree
ScaleFree_11010_0.3_1,1000,1885,True,False,2.1e-05,0.003099,0.0395,ScaleFree
ScaleFree_11010_0.3_2,1000,2062,True,False,0.000122,0.005224,0.0515,ScaleFree
ScaleFree_11010_0.3_3,1000,2003,True,False,0.000118,0.003663,0.0425,ScaleFree
ScaleFree_11010_0.3_4,1000,2095,True,False,7.3e-05,0.005228,0.0515,ScaleFree
ScaleFree_11010_0.3_5,1000,2042,True,False,0.0,0.004874,0.0495,ScaleFree
ScaleFree_11010_0.3_6,1000,2037,True,False,0.000103,0.004848,0.0495,ScaleFree
ScaleFree_11010_0.3_7,1000,2084,True,False,2.1e-05,0.004022,0.0445,ScaleFree
ScaleFree_11010_0.3_8,1000,1973,True,False,8e-05,0.002872,0.0385,ScaleFree
ScaleFree_11010_0.3_9,1000,2008,True,False,8.4e-05,0.006491,0.0575,ScaleFree
ScaleFree_11010_0.5_0,1000,1633,True,False,0.000606,0.004317,0.0465,ScaleFree
ScaleFree_11010_0.5_1,1000,1567,True,False,0.000508,0.00303,0.0385,ScaleFree
ScaleFree_11010_0.5_2,1000,1611,True,False,3e-06,0.003417,0.0415,ScaleFree
ScaleFree_11010_0.5_3,1000,1572,True,False,0.000131,0.003014,0.0385,ScaleFree
ScaleFree_11010_0.5_4,1000,1659,True,False,1.8e-05,0.0057,0.0535,ScaleFree
ScaleFree_11010_0.5_5,1000,1641,True,False,0.000123,0.004243,0.0455,ScaleFree
ScaleFree_11010_0.5_6,1000,1688,True,False,1.9e-05,0.007291,0.0605,ScaleFree
ScaleFree_11010_0.5_7,1000,1629,True,False,0.00012,0.005958,0.0545,ScaleFree
ScaleFree_11010_0.5_8,1000,1765,True,False,0.000255,0.006718,0.0575,ScaleFree
ScaleFree_11010_0.5_9,1000,1703,True,False,2e-05,0.005282,0.0515,ScaleFree
ScaleFree_12010_0.3_0,1000,1919,True,False,2.9e-05,0.003356,0.0415,ScaleFree
ScaleFree_12010_0.3_1,1000,1745,True,False,8e-06,0.002749,0.0375,ScaleFree
ScaleFree_12010_0.3_2,1000,1894,True,False,3e-06,0.003088,0.0395,ScaleFree
ScaleFree_12010_0.3_3,1000,2023,True,False,2.1e-05,0.004126,0.0455,ScaleFree
ScaleFree_12010_0.3_4,1000,2032,True,False,0.000107,0.003702,0.0435,ScaleFree
ScaleFree_12010_0.3_5,1000,2012,True,False,0.00074,0.004404,0.0475,ScaleFree
ScaleFree_12010_0.3_6,1000,1997,True,False,7.6e-05,0.004346,0.0465,ScaleFree
ScaleFree_12010_0.3_7,1000,1933,True,False,0.000454,0.002539,0.0355,ScaleFree
ScaleFree_12010_0.3_8,1000,1995,True,False,6.4e-05,0.004181,0.0455,ScaleFree
ScaleFree_12010_0.3_9,1000,2026,True,False,3e-05,0.004464,0.0475,ScaleFree
ScaleFree_12010_0.5_0,1000,1667,True,False,4.5e-05,0.005093,0.0505,ScaleFree
ScaleFree_12010_0.5_1,1000,1708,True,False,2.7e-05,0.004627,0.0485,ScaleFree
ScaleFree_12010_0.5_2,1000,1612,True,False,6.6e-05,0.00383,0.0435,ScaleFree
ScaleFree_12010_0.5_3,1000,1686,True,False,4.1e-05,0.006165,0.0555,ScaleFree
ScaleFree_12010_0.5_4,1000,1760,True,False,2.6e-05,0.005958,0.0535,ScaleFree
ScaleFree_12010_0.5_5,1000,1616,True,False,0.000244,0.003493,0.0415,ScaleFree
ScaleFree_12010_0.5_6,1000,1724,True,False,0.000348,0.005232,0.0515,ScaleFree
ScaleFree_12010_0.5_7,1000,1569,True,False,1.5e-05,0.002858,0.0375,ScaleFree
ScaleFree_12010_0.5_8,1000,1683,True,False,3.8e-05,0.004932,0.0495,ScaleFree
ScaleFree_12010_0.5_9,1000,1582,True,False,1e-06,0.002939,0.0385,ScaleFree
ScaleFree_13010_0.3_0,1000,2042,True,False,0.00076,0.003432,0.0415,ScaleFree
ScaleFree_13010_0.3_1,1000,2048,True,False,1e-06,0.004774,0.0485,ScaleFree
ScaleFree_13010_0.3_2,1000,2077,True,False,0.00043,0.005386,0.0525,ScaleFree
ScaleFree_13010_0.3_3,1000,1920,True,False,0.000321,0.003383,0.0415,ScaleFree
ScaleFree_13010_0.3_4,1000,2001,True,False,0.000194,0.004046,0.0455,ScaleFree
ScaleFree_13010_0.3_5,1000,2162,True,False,2e-05,0.006411,0.0565,ScaleFree
ScaleFree_13010_0.3_6,1000,1937,True,False,0.000121,0.002885,0.0385,ScaleFree
ScaleFree_13010_0.3_7,1000,1971,True,False,0.000554,0.003636,0.0425,ScaleFree
ScaleFree_13010_0.3_8,1000,1895,True,False,0.000216,0.003815,0.0435,ScaleFree
ScaleFree_13010_0.3_9,1000,2046,True,False,0.00074,0.004755,0.0485,ScaleFree
ScaleFree_13010_0.5_0,1000,1644,True,False,0.000398,0.007199,0.0595,ScaleFree
ScaleFree_13010_0.5_1,1000,1638,True,False,0.000332,0.004741,0.0485,ScaleFree
ScaleFree_13010_0.5_2,1000,1715,True,False,5e-06,0.005581,0.0525,ScaleFree
ScaleFree_13010_0.5_3,1000,1592,True,False,0.000634,0.003149,0.0395,ScaleFree
ScaleFree_13010_0.5_4,1000,1511,True,False,9.2e-05,0.002579,0.0355,ScaleFree
ScaleFree_13010_0.5_5,1000,1686,True,False,0.000275,0.003387,0.0415,ScaleFree
ScaleFree_13010_0.5_6,1000,1623,True,False,0.000211,0.003933,0.0445,ScaleFree
ScaleFree_13010_0.5_7,1000,1774,True,False,5.6e-05,0.010157,0.0715,ScaleFree
ScaleFree_13010_0.5_8,1000,1580,True,False,0.000443,0.003965,0.0445,ScaleFree
ScaleFree_13010_0.5_9,1000,1599,True,False,4.9e-05,0.004321,0.0465,ScaleFree
ScaleFree_14010_0.3_0,1000,1942,True,False,8e-05,0.00464,0.0485,ScaleFree
ScaleFree_14010_0.3_1,1000,2113,True,False,4.1e-05,0.004222,0.0455,ScaleFree
ScaleFree_14010_0.3_2,1000,1918,True,False,9.6e-05,0.00277,0.0375,ScaleFree
ScaleFree_14010_0.3_3,1000,1906,True,False,1.1e-05,0.002943,0.0385,ScaleFree
ScaleFree_14010_0.3_4,1000,1992,True,False,3.4e-05,0.003909,0.0445,ScaleFree
ScaleFree_14010_0.3_5,1000,2192,True,False,0.000366,0.00571,0.0535,ScaleFree
ScaleFree_14010_0.3_6,1000,1751,True,False,2.7e-05,0.002272,0.0335,ScaleFree
ScaleFree_14010_0.3_7,1000,1955,True,False,2.7e-05,0.004425,0.0475,ScaleFree
ScaleFree_14010_0.3_8,1000,2107,True,False,4e-06,0.004153,0.0455,ScaleFree
ScaleFree_14010_0.3_9,1000,1846,True,False,2.3e-05,0.002506,0.0355,ScaleFree
ScaleFree_14010_0.5_0,1000,1724,True,False,6e-06,0.006398,0.0565,ScaleFree
ScaleFree_14010_0.5_1,1000,1582,True,False,0.000163,0.00352,0.0415,ScaleFree
ScaleFree_14010_0.5_2,1000,1545,True,False,0.000209,0.003354,0.0405,ScaleFree
ScaleFree_14010_0.5_3,1000,1600,True,False,2.7e-05,0.00383,0.0435,ScaleFree
ScaleFree_14010_0.5_4,1000,1590,True,False,0.00022,0.003936,0.0445,ScaleFree
ScaleFree_14010_0.5_5,1000,1598,True,False,3.7e-05,0.003962,0.0445,ScaleFree
ScaleFree_14010_0.5_6,1000,1565,True,False,1.5e-05,0.003362,0.0415,ScaleFree
ScaleFree_14010_0.5_7,1000,1710,True,False,2.5e-05,0.004368,0.0465,ScaleFree
ScaleFree_14010_0.5_8,1000,1767,True,False,0.000244,0.006751,0.0585,ScaleFree
ScaleFree_14010_0.5_9,1000,1545,True,False,0.000101,0.003196,0.0395,ScaleFree
ScaleFree_15010_0.3_0,1000,2052,True,False,3e-05,0.004758,0.0485,ScaleFree
ScaleFree_15010_0.3_1,1000,2077,True,False,4e-05,0.004876,0.0495,ScaleFree
ScaleFree_15010_0.3_2,1000,1957,True,False,0.000114,0.003524,0.0425,ScaleFree
ScaleFree_15010_0.3_3,1000,1837,True,False,4e-05,0.003139,0.0395,ScaleFree
ScaleFree_15010_0.3_4,1000,1888,True,False,0.000842,0.002765,0.0375,ScaleFree
ScaleFree_15010_0.3_5,1000,2029,True,False,5.9e-05,0.004684,0.0485,ScaleFree
ScaleFree_15010_0.3_6,1000,1997,True,False,0.000288,0.004589,0.0485,ScaleFree
ScaleFree_15010_0.3_7,1000,2056,True,False,0.000127,0.004994,0.0505,ScaleFree
ScaleFree_15010_0.3_8,1000,1907,True,False,0.000108,0.003728,0.0435,ScaleFree
ScaleFree_15010_0.3_9,1000,1883,True,False,3.9e-05,0.003262,0.0405,ScaleFree
ScaleFree_15010_0.5_0,1000,1689,True,False,0.000209,0.004554,0.0475,ScaleFree
ScaleFree_15010_0.5_1,1000,1741,True,False,0.000726,0.006556,0.0575,ScaleFree
ScaleFree_15010_0.5_2,1000,1698,True,False,0.000353,0.004135,0.0455,ScaleFree
ScaleFree_15010_0.5_3,1000,1698,True,False,5.6e-05,0.00886,0.0665,ScaleFree
ScaleFree_15010_0.5_4,1000,1602,True,False,0.000167,0.004954,0.0485,ScaleFree
ScaleFree_15010_0.5_5,1000,1640,True,False,0.000266,0.00373,0.0425,ScaleFree
ScaleFree_15010_0.5_6,1000,1680,True,False,0.000219,0.006157,0.0555,ScaleFree
ScaleFree_15010_0.5_7,1000,1722,True,False,4.2e-05,0.00567,0.0525,ScaleFree
ScaleFree_15010_0.5_8,1000,1703,True,False,4e-05,0.006904,0.0585,ScaleFree
ScaleFree_15010_0.5_9,1000,1663,True,False,2.1e-05,0.005449,0.0525,ScaleFree
ScaleFree_16010_0.3_0,1000,2076,True,False,0.000146,0.004339,0.0465,ScaleFree
ScaleFree_16010_0.3_1,1000,1875,True,False,0.000226,0.002652,0.0365,ScaleFree
ScaleFree_16010_0.3_2,1000,1988,True,False,0.000151,0.004465,0.0475,ScaleFree
ScaleFree_16010_0.3_3,1000,1902,True,False,5.2e-05,0.003788,0.0435,ScaleFree
ScaleFree_16010_0.3_4,1000,2149,True,False,0.000253,0.006603,0.0575,ScaleFree
ScaleFree_16010_0.3_5,1000,1724,True,False,0.000121,0.002433,0.0345,ScaleFree
ScaleFree_16010_0.3_6,1000,1817,True,False,0.000492,0.002513,0.0355,ScaleFree
ScaleFree_16010_0.3_7,1000,2149,True,False,3.9e-05,0.005549,0.0525,ScaleFree
ScaleFree_16010_0.3_8,1000,1910,True,False,3.5e-05,0.003097,0.0395,ScaleFree
ScaleFree_16010_0.3_9,1000,2136,True,False,4.9e-05,0.006011,0.0545,ScaleFree
ScaleFree_16010_0.5_0,1000,1598,True,False,0.000244,0.004939,0.0495,ScaleFree
ScaleFree_16010_0.5_1,1000,1469,True,False,9.8e-05,0.002223,0.0335,ScaleFree
ScaleFree_16010_0.5_2,1000,1624,True,False,1e-06,0.003849,0.0435,ScaleFree
ScaleFree_16010_0.5_3,1000,1662,True,False,0.000475,0.004904,0.0495,ScaleFree
ScaleFree_16010_0.5_4,1000,1722,True,False,0.000309,0.005313,0.0515,ScaleFree
ScaleFree_16010_0.5_5,1000,1704,True,False,0.000309,0.004686,0.0485,ScaleFree
ScaleFree_16010_0.5_6,1000,1584,True,False,0.0001,0.004856,0.0495,ScaleFree
ScaleFree_16010_0.5_7,1000,1727,True,False,0.000544,0.007032,0.0595,ScaleFree
ScaleFree_16010_0.5_8,1000,1689,True,False,2.7e-05,0.006257,0.0555,ScaleFree
ScaleFree_16010_0.5_9,1000,1770,True,False,0.000256,0.008704,0.0665,ScaleFree
ScaleFree_17010_0.3_0,1000,1831,True,False,1.4e-05,0.002626,0.0365,ScaleFree
ScaleFree_17010_0.3_1,1000,2045,True,False,5.8e-05,0.005487,0.0525,ScaleFree
ScaleFree_17010_0.3_2,1000,1957,True,False,0.000123,0.003635,0.0425,ScaleFree
ScaleFree_17010_0.3_3,1000,1969,True,False,0.00013,0.005258,0.0515,ScaleFree
ScaleFree_17010_0.3_4,1000,2080,True,False,0.000223,0.005336,0.0515,ScaleFree
ScaleFree_17010_0.3_5,1000,1978,True,False,9e-05,0.002855,0.0375,ScaleFree
ScaleFree_17010_0.3_6,1000,2029,True,False,2.6e-05,0.004542,0.0475,ScaleFree
ScaleFree_17010_0.3_7,1000,2211,True,False,5.1e-05,0.007515,0.0615,ScaleFree
ScaleFree_17010_0.3_8,1000,2056,True,False,9.1e-05,0.003876,0.0445,ScaleFree
ScaleFree_17010_0.3_9,1000,2169,True,False,2e-05,0.004106,0.0455,ScaleFree
ScaleFree_17010_0.5_0,1000,1670,True,False,0.000229,0.005411,0.0515,ScaleFree
ScaleFree_17010_0.5_1,1000,1622,True,False,1.3e-05,0.0038,0.0435,ScaleFree
ScaleFree_17010_0.5_2,1000,1530,True,False,1.4e-05,0.00364,0.0425,ScaleFree
ScaleFree_17010_0.5_3,1000,1617,True,False,0.000201,0.003049,0.0395,ScaleFree
ScaleFree_17010_0.5_4,1000,1691,True,False,0.000126,0.004254,0.0455,ScaleFree
ScaleFree_17010_0.5_5,1000,1702,True,False,3.3e-05,0.00611,0.0555,ScaleFree
ScaleFree_17010_0.5_6,1000,1705,True,False,1.3e-05,0.004823,0.0495,ScaleFree
ScaleFree_17010_0.5_7,1000,1713,True,False,0.000234,0.008766,0.0665,ScaleFree
ScaleFree_17010_0.5_8,1000,1719,True,False,0.000558,0.004222,0.0455,ScaleFree
ScaleFree_17010_0.5_9,1000,1601,True,False,4.3e-05,0.003475,0.0415,ScaleFree
ScaleFree_18010_0.3_0,1000,1850,True,False,0.000278,0.002669,0.0365,ScaleFree
ScaleFree_18010_0.3_1,1000,2049,True,False,4.1e-05,0.004184,0.0455,ScaleFree
ScaleFree_18010_0.3_2,1000,1991,True,False,0.000135,0.004601,0.0485,ScaleFree
ScaleFree_18010_0.3_3,1000,2102,True,False,1.3e-05,0.004457,0.0475,ScaleFree
ScaleFree_18010_0.3_4,1000,1874,True,False,0.000905,0.003728,0.0435,ScaleFree
ScaleFree_18010_0.3_5,1000,2041,True,False,0.000175,0.004882,0.0495,ScaleFree
ScaleFree_18010_0.3_6,1000,1972,True,False,8.9e-05,0.004764,0.0485,ScaleFree
ScaleFree_18010_0.3_7,1000,2095,True,False,0.000155,0.004221,0.0465,ScaleFree
ScaleFree_18010_0.3_8,1000,1976,True,False,0.000142,0.003944,0.0445,ScaleFree
ScaleFree_18010_0.3_9,1000,2025,True,False,0.000108,0.00436,0.0465,ScaleFree
ScaleFree_18010_0.5_0,1000,1511,True,False,3e-05,0.003012,0.0385,ScaleFree
ScaleFree_18010_0.5_1,1000,1606,True,False,0.00024,0.004809,0.0485,ScaleFree
ScaleFree_18010_0.5_2,1000,1697,True,False,0.000781,0.005068,0.0505,ScaleFree
ScaleFree_18010_0.5_3,1000,1707,True,False,0.000271,0.003952,0.0445,ScaleFree
ScaleFree_18010_0.5_4,1000,1535,True,False,0.000744,0.00279,0.0375,ScaleFree
ScaleFree_18010_0.5_5,1000,1732,True,False,0.000524,0.005077,0.0505,ScaleFree
ScaleFree_18010_0.5_6,1000,1702,True,False,3e-05,0.006421,0.0555,ScaleFree
ScaleFree_18010_0.5_7,1000,1630,True,False,0.000616,0.004537,0.0475,ScaleFree
ScaleFree_18010_0.5_8,1000,1711,True,False,0.000665,0.005907,0.0545,ScaleFree
ScaleFree_18010_0.5_9,1000,1607,True,False,0.000129,0.003463,0.0415,ScaleFree
ScaleFree_19010_0.3_0,1000,2064,True,False,2e-06,0.005315,0.0515,ScaleFree
ScaleFree_19010_0.3_1,1000,2027,True,False,0.000287,0.004014,0.0445,ScaleFree
ScaleFree_19010_0.3_2,1000,2099,True,False,0.000245,0.003595,0.0425,ScaleFree
ScaleFree_19010_0.3_3,1000,2035,True,False,0.00011,0.003751,0.0435,ScaleFree
ScaleFree_19010_0.3_4,1000,1898,True,False,0.000173,0.003749,0.0435,ScaleFree
ScaleFree_19010_0.3_5,1000,2156,True,False,0.00021,0.005452,0.0525,ScaleFree
ScaleFree_19010_0.3_6,1000,2107,True,False,1.7e-05,0.00798,0.0635,ScaleFree
ScaleFree_19010_0.3_7,1000,2060,True,False,1.8e-05,0.003922,0.0445,ScaleFree
ScaleFree_19010_0.3_8,1000,1937,True,False,0.000405,0.003848,0.0435,ScaleFree
ScaleFree_19010_0.3_9,1000,1997,True,False,0.000146,0.004211,0.0455,ScaleFree
ScaleFree_19010_0.5_0,1000,1548,True,False,4.1e-05,0.002801,0.0375,ScaleFree
ScaleFree_19010_0.5_1,1000,1613,True,False,2.4e-05,0.003079,0.0395,ScaleFree
ScaleFree_19010_0.5_2,1000,1775,True,False,0.000196,0.008364,0.0645,ScaleFree
ScaleFree_19010_0.5_3,1000,1621,True,False,0.000325,0.003546,0.0425,ScaleFree
ScaleFree_19010_0.5_4,1000,1637,True,False,0.000338,0.003012,0.0385,ScaleFree
ScaleFree_19010_0.5_5,1000,1772,True,False,3.5e-05,0.005261,0.0505,ScaleFree
ScaleFree_19010_0.5_6,1000,1650,True,False,0.000256,0.003113,0.0395,ScaleFree
ScaleFree_19010_0.5_7,1000,1594,True,False,3.3e-05,0.003982,0.0445,ScaleFree
ScaleFree_19010_0.5_8,1000,1585,True,False,2.6e-05,0.004057,0.0455,ScaleFree
ScaleFree_19010_0.5_9,1000,1647,True,False,1.6e-05,0.004234,0.0455,ScaleFree
